stock_id,signal_date,status,cancel_reason,entry_date,exit_date,exit_trigger_date
2352,20221116,entered,,20221117,20221128,20221128
2352,20230220,entered,,20230221,20230306,20230306
2352,20230608,entered,,20230609,20230620,20230620
2352,20230609,skipped,Existing Position,,,
2352,20241017,entered,,20241018,20241025,20241024
2352,20260521,entered,,20260522,20260529,20260528
2352,20260522,skipped,Existing Position,,,
2353,20220105,entered,,20220106,20220113,20220112
2353,20231219,entered,,20231220,20231229,20231229
2353,20231226,skipped,Existing Position,,,
2353,20260114,entered,,20260115,20260122,20260121
2353,20260318,entered,,20260319,20260324,20260323
2353,20260522,cancelled,Gap >5%,,,
2353,20260814,entered,,20260817,20260818,20260817
2354,20220105,entered,,20220106,20220111,20220110
2354,20221109,entered,,20221110,20221121,20221121
2354,20221111,skipped,Existing Position,,,
2354,20221130,entered,,20221201,20221208,20221207
2354,20221202,skipped,Existing Position,,,
2354,20230130,entered,,20230131,20230209,20230209
2354,20230202,skipped,Existing Position,,,
2354,20230915,entered,,20230918,20230925,20230922
2354,20241024,entered,,20241025,20241106,20241106
2354,20241025,skipped,Existing Position,,,
2354,20250612,entered,,20250613,20250620,20250619
2354,20250805,entered,,20250806,20250813,20250812
2354,20260827,censored,Insufficient Future Data,20260828,,
2355,20220104,entered,,20220105,20220107,20220106
2355,20260317,entered,,20260318,20260324,20260323
2355,20260318,skipped,Existing Position,,,
2355,20260827,censored,Insufficient Future Data,20260828,,
2356,20230322,entered,,20230323,20230406,20230406
2356,20230323,skipped,Existing Position,,,
2356,20230609,entered,,20230612,20230621,20230620
2356,20240123,entered,,20240124,20240129,20240126
2356,20240514,cancelled,Below Signal Low,,,
2356,20241106,entered,,20241107,20241113,20241112
2356,20241111,skipped,Existing Position,,,
2356,20250912,entered,,20250915,20250924,20250924
2356,20250919,skipped,Existing Position,,,
2356,20250925,entered,,20250926,20250930,20250926
2356,20251205,entered,,20251208,20251210,20251209
2356,20260424,entered,,20260427,20260428,20260427
2357,20230130,entered,,20230131,20230201,20230131
2357,20231213,entered,,20231214,20231225,20231225
2357,20231218,skipped,Existing Position,,,
2357,20231220,skipped,Existing Position,,,
2358,20220104,entered,,20220105,20220111,20220110
2359,20220609,entered,,20220610,20220614,20220613
2359,20220808,entered,,20220809,20220811,20220810
2359,20220809,skipped,Existing Position,,,
2359,20230306,entered,,20230307,20230310,20230309
2359,20230726,entered,,20230727,20230731,20230728
2359,20240311,entered,,20240312,20240321,20240321
2359,20240312,skipped,Existing Position,,,
2359,20241211,entered,,20241212,20241223,20241223
2359,20241212,skipped,Existing Position,,,
2359,20241225,entered,,20241226,20241227,20241226
2359,20250221,entered,,20250224,20250304,20250303
2359,20250723,entered,,20250724,20250731,20250730
2359,20250818,entered,,20250819,20250820,20250819
2359,20260128,entered,,20260129,20260130,20260129
2360,20230529,entered,,20230530,20230605,20230602
2360,20230531,skipped,Existing Position,,,
2360,20240527,entered,,20240528,20240603,20240531
2360,20240618,entered,,20240619,20240621,20240620
2360,20250630,entered,,20250701,20250708,20250707
2362,20240516,entered,,20240517,20240528,20240528
2362,20240517,skipped,Existing Position,,,
2363,20240412,entered,,20240415,20240422,20240419
2363,20251027,entered,,20251028,20251029,20251028
2363,20260119,entered,,20260120,20260123,20260122
2363,20260422,entered,,20260423,20260424,20260423
2363,20260512,entered,,20260513,20260520,20260519
2363,20260522,entered,,20260525,20260529,20260528
2367,20231121,entered,,20231122,20231201,20231201
2367,20240301,entered,,20240304,20240308,20240307
2367,20240516,entered,,20240517,20240523,20240522
2367,20250711,entered,,20250714,20250723,20250723
2367,20250715,skipped,Existing Position,,,
2367,20260127,entered,,20260128,20260206,20260205
2367,20260525,entered,,20260526,20260527,20260526
2368,20231114,entered,,20231115,20231117,20231116
2368,20231208,entered,,20231211,20231212,20231211
2368,20240130,entered,,20240131,20240221,20240220
2368,20240702,entered,,20240703,20240715,20240712
2368,20240705,skipped,Existing Position,,,
2368,20240903,entered,,20240904,20240906,20240905
2368,20241213,entered,,20241216,20241223,20241220
2368,20241216,skipped,Existing Position,,,
2368,20250522,entered,,20250523,20250604,20250604
2368,20250529,skipped,Existing Position,,,
2368,20250704,entered,,20250707,20250716,20250716
2368,20250708,skipped,Existing Position,,,
2369,20240215,entered,,20240216,20240220,20240219
2369,20251112,entered,,20251113,20251117,20251114
2369,20260116,entered,,20260119,20260122,20260121
2369,20260120,skipped,Existing Position,,,
2369,20260317,entered,,20260318,20260324,20260323
2369,20260318,skipped,Existing Position,,,
2369,20260505,entered,,20260506,20260507,20260506
2371,20221207,entered,,20221208,20221219,20221219
2371,20230215,entered,,20230216,20230223,20230222
2371,20230621,entered,,20230626,20230705,20230705
2371,20240301,entered,,20240304,20240311,20240308
2371,20250812,entered,,20250813,20250822,20250822
2371,20250814,skipped,Existing Position,,,
2371,20250815,skipped,Existing Position,,,
2371,20251211,entered,,20251212,20251216,20251215
2371,20260603,entered,,20260604,20260609,20260608
2371,20260827,censored,Insufficient Future Data,20260828,,
2374,20231123,entered,,20231124,20231205,20231205
2374,20241212,entered,,20241213,20241224,20241224
2374,20250717,entered,,20250718,20250729,20250729
2374,20250721,skipped,Existing Position,,,
2374,20260116,entered,,20260119,20260128,20260128
2374,20260122,skipped,Existing Position,,,
2374,20260128,entered,,20260129,20260202,20260130
2374,20260430,entered,,20260504,20260511,20260508
2374,20260515,entered,,20260518,20260520,20260519
2375,20230308,entered,,20230309,20230314,20230313
2375,20260114,entered,,20260115,20260126,20260126
2375,20260116,skipped,Existing Position,,,
2376,20230130,entered,,20230131,20230201,20230131
2376,20230322,entered,,20230323,20230406,20230406
2376,20230519,entered,,20230522,20230531,20230531
2376,20230526,skipped,Existing Position,,,
2376,20230602,entered,,20230605,20230614,20230614
2376,20231207,entered,,20231208,20231212,20231211
2376,20240130,entered,,20240131,20240220,20240219
2376,20240202,skipped,Existing Position,,,
2376,20240216,skipped,Existing Position,,,
2376,20240517,entered,,20240520,20240527,20240524
2376,20241105,entered,,20241106,20241113,20241112
2376,20241106,skipped,Existing Position,,,
2376,20250106,entered,,20250107,20250113,20250110
2376,20250514,entered,,20250515,20250522,20250521
2376,20250529,entered,,20250602,20250603,20250602
2376,20250925,entered,,20250926,20251009,20251009
2376,20250930,skipped,Existing Position,,,
2376,20251003,skipped,Existing Position,,,
2376,20260415,entered,,20260416,20260427,20260427
2376,20260421,skipped,Existing Position,,,
2376,20260507,entered,,20260508,20260520,20260519
2376,20260508,skipped,Existing Position,,,
2376,20260601,entered,,20260602,20260605,20260604
2376,20260813,entered,,20260814,20260818,20260817
2377,20221116,entered,,20221117,20221124,20221123
2377,20230223,entered,,20230224,20230301,20230224
2377,20230526,entered,,20230529,20230531,20230530
2377,20231225,entered,,20231226,20240105,20240105
2377,20240522,entered,,20240523,20240531,20240530
2377,20241105,entered,,20241106,20241113,20241112
2377,20241225,entered,,20241226,20250103,20250102
2377,20250106,entered,,20250107,20250114,20250113
2377,20250108,skipped,Existing Position,,,
2377,20250218,entered,,20250219,20250226,20250225
2377,20250801,entered,,20250804,20250813,20250813
2377,20250805,skipped,Existing Position,,,
2377,20260421,entered,,20260422,20260424,20260423
2377,20260422,skipped,Existing Position,,,
2377,20260525,entered,,20260526,20260527,20260526
2377,20260602,entered,,20260603,20260605,20260604
2379,20221124,entered,,20221125,20221129,20221128
2379,20230202,entered,,20230203,20230207,20230206
2379,20230223,entered,,20230224,20230307,20230306
2379,20231129,entered,,20231130,20231201,20231130
2379,20240220,cancelled,Below Signal Low,,,
2382,20230324,entered,,20230327,20230410,20230410
2382,20231220,entered,,20231221,20240102,20240102
2382,20231221,skipped,Existing Position,,,
2382,20240329,entered,,20240401,20240410,20240409
2382,20240402,skipped,Existing Position,,,
2382,20240620,entered,,20240621,20240625,20240624
2382,20240709,entered,,20240710,20240715,20240712
2382,20241015,entered,,20241016,20241025,20241025
2382,20241018,skipped,Existing Position,,,
2382,20250514,entered,,20250515,20250520,20250519
2382,20260225,entered,,20260226,20260305,20260304
2382,20260302,skipped,Existing Position,,,
2382,20260408,entered,,20260409,20260420,20260420
2382,20260410,skipped,Existing Position,,,
2382,20260603,entered,,20260604,20260608,20260605
2383,20230518,entered,,20230519,20230524,20230523
2383,20230519,skipped,Existing Position,,,
2383,20230522,skipped,Existing Position,,,
2383,20240202,entered,,20240205,20240221,20240220
2383,20240903,cancelled,Below Signal Low,,,
2385,20230726,entered,,20230727,20230804,20230802
2385,20230727,skipped,Existing Position,,,
2385,20230914,entered,,20230915,20230922,20230921
2385,20231107,entered,,20231108,20231117,20231117
2385,20231213,entered,,20231214,20231221,20231220
2385,20240226,entered,,20240227,20240308,20240308
2385,20240304,skipped,Existing Position,,,
2385,20240307,skipped,Existing Position,,,
2385,20240313,entered,,20240314,20240322,20240321
2385,20240314,skipped,Existing Position,,,
2385,20240319,skipped,Existing Position,,,
2385,20250108,entered,,20250109,20250114,20250113
2385,20250804,entered,,20250805,20250812,20250811
2388,20230221,entered,,20230222,20230306,20230303
2388,20231115,entered,,20231116,20231124,20231123
2388,20231117,skipped,Existing Position,,,
2388,20251210,entered,,20251211,20251215,20251212
2388,20251211,skipped,Existing Position,,,
2392,20231211,entered,,20231212,20231221,20231221
2392,20240513,entered,,20240514,20240523,20240523
2392,20240521,skipped,Existing Position,,,
2392,20250718,entered,,20250721,20250723,20250722
2392,20260603,entered,,20260604,20260605,20260604
2392,20260824,censored,Missing D+1 Open After Exit Signal,20260825,,20260828
2392,20260827,skipped,Existing Position,,,
2393,20220117,entered,,20220118,20220124,20220121
2393,20230705,entered,,20230706,20230717,20230717
2393,20240408,entered,,20240409,20240418,20240418
2393,20240410,skipped,Existing Position,,,
2393,20240613,entered,,20240614,20240625,20240625
2393,20240702,entered,,20240703,20240709,20240708
2393,20240902,entered,,20240903,20240910,20240909
2393,20260206,entered,,20260209,20260225,20260224
2395,20260223,entered,,20260224,20260305,20260304
2395,20260417,entered,,20260420,20260424,20260423
2395,20260506,cancelled,Gap >5%,,,
2399,20230525,entered,,20230526,20230531,20230530
2399,20240216,entered,,20240219,20240223,20240222
2399,20260317,cancelled,Gap >5%,,,
2399,20260814,entered,,20260817,20260821,20260820
2401,20231117,entered,,20231120,20231129,20231129
2401,20231120,skipped,Existing Position,,,
2401,20240705,entered,,20240708,20240715,20240712
2401,20260114,entered,,20260115,20260126,20260126
2401,20260417,cancelled,Gap >5%,,,
2402,20230323,entered,,20230324,20230329,20230328
2402,20231211,entered,,20231212,20231219,20231218
2402,20240216,entered,,20240219,20240226,20240223
2402,20240401,entered,,20240402,20240411,20240410
2402,20240527,entered,,20240528,20240531,20240530
2402,20240717,entered,,20240718,20240722,20240719
2402,20241017,entered,,20241018,20241021,20241018
2402,20250812,entered,,20250813,20250822,20250822
2404,20240312,entered,,20240313,20240315,20240314
2405,20240226,entered,,20240227,20240304,20240301
2405,20240522,entered,,20240523,20240531,20240530
2405,20240524,skipped,Existing Position,,,
2405,20240527,skipped,Existing Position,,,
2405,20250211,entered,,20250212,20250221,20250221
2406,20240513,entered,,20240514,20240516,20240515
2406,20260114,entered,,20260115,20260122,20260121
2406,20260601,entered,,20260602,20260605,20260604
2406,20260603,skipped,Existing Position,,,
2408,20230130,entered,,20230131,20230201,20230131
2408,20230324,entered,,20230327,20230330,20230329
2408,20230330,entered,,20230331,20230414,20230414
2408,20230331,skipped,Existing Position,,,
2408,20230411,skipped,Existing Position,,,
2408,20230525,entered,,20230526,20230602,20230601
2408,20230728,entered,,20230731,20230801,20230731
2408,20230914,entered,,20230915,20230926,20230926
2408,20230915,skipped,Existing Position,,,
2408,20231120,entered,,20231121,20231128,20231127
2408,20240617,entered,,20240618,20240625,20240624
2408,20240620,skipped,Existing Position,,,
2408,20250217,entered,,20250218,20250303,20250227
2408,20250605,entered,,20250606,20250617,20250617
2408,20250619,entered,,20250620,20250624,20250623
2408,20260428,entered,,20260429,20260504,20260430
2409,20230621,entered,,20230626,20230627,20230626
2409,20260416,entered,,20260417,20260420,20260417
2412,20221125,entered,,20221128,20221207,20221207
2412,20260302,entered,,20260303,20260310,20260309
2413,20230208,entered,,20230209,20230213,20230210
2413,20230308,cancelled,Gap >5%,,,
2413,20230703,entered,,20230704,20230713,20230713
2413,20230704,skipped,Existing Position,,,
2413,20260226,entered,,20260302,20260304,20260303
2413,20260612,cancelled,Gap >5%,,,
2413,20260615,entered,,20260616,20260617,20260616
2417,20250207,entered,,20250210,20250214,20250213
2417,20250826,entered,,20250827,20250901,20250829
2419,20220729,entered,,20220801,20220804,20220803
2419,20230302,entered,,20230303,20230310,20230309
2419,20230308,skipped,Existing Position,,,
2419,20260108,entered,,20260109,20260119,20260116
2421,20220118,entered,,20220119,20220126,20220125
2421,20220808,entered,,20220809,20220818,20220818
2421,20230322,entered,,20230323,20230406,20230406
2421,20230327,skipped,Existing Position,,,
2421,20230417,entered,,20230418,20230420,20230419
2421,20230526,entered,,20230529,20230607,20230607
2421,20230529,skipped,Existing Position,,,
2421,20250509,entered,,20250512,20250521,20250521
2421,20250514,skipped,Existing Position,,,
2421,20250612,entered,,20250613,20250618,20250617
2421,20250805,entered,,20250806,20250815,20250815
2421,20251015,cancelled,Gap >5%,,,
2421,20251110,entered,,20251111,20251117,20251114
2421,20260522,entered,,20260525,20260601,20260529
2421,20260525,skipped,Existing Position,,,
2421,20260827,censored,Insufficient Future Data,20260828,,
2421,20260828,skipped,Existing Position,,,
2426,20241011,entered,,20241014,20241016,20241015
2427,20230915,entered,,20230918,20230925,20230922
2427,20250616,entered,,20250617,20250624,20250623
2427,20250717,entered,,20250718,20250723,20250722
2428,20251020,entered,,20251021,20251029,20251028
2436,20221202,entered,,20221205,20221207,20221206
2436,20260211,entered,,20260223,20260303,20260302
2436,20260223,skipped,Existing Position,,,
2436,20260813,entered,,20260814,20260818,20260817
2439,20240401,entered,,20240402,20240409,20240408
2439,20240410,entered,,20240411,20240416,20240415
2439,20240626,entered,,20240627,20240708,20240708
2439,20240704,skipped,Existing Position,,,
2439,20250508,entered,,20250509,20250520,20250520
2439,20250509,skipped,Existing Position,,,
2439,20250529,entered,,20250602,20250604,20250603
2439,20251105,entered,,20251106,20251117,20251117
2441,20251110,entered,,20251111,20251117,20251114
2441,20260706,entered,,20260707,20260708,20260707
2442,20240429,entered,,20240430,20240502,20240430
2442,20240710,entered,,20240711,20240722,20240722
2442,20240716,skipped,Existing Position,,,
2449,20220113,entered,,20220114,20220125,20220125
2449,20220117,skipped,Existing Position,,,
2449,20230130,entered,,20230131,20230209,20230209
2449,20230202,skipped,Existing Position,,,
2449,20230223,entered,,20230224,20230309,20230309
2449,20230306,skipped,Existing Position,,,
2449,20230309,entered,,20230310,20230313,20230310
2449,20230529,entered,,20230530,20230602,20230601
2449,20230704,entered,,20230705,20230706,20230705
2449,20231213,entered,,20231214,20231219,20231218
2449,20231214,skipped,Existing Position,,,
2449,20240216,entered,,20240219,20240227,20240226
2449,20240222,skipped,Existing Position,,,
2449,20240618,entered,,20240619,20240628,20240628
2449,20240619,skipped,Existing Position,,,
2449,20240620,skipped,Existing Position,,,
2449,20240624,skipped,Existing Position,,,
2449,20241016,entered,,20241017,20241021,20241018
2449,20250703,entered,,20250704,20250709,20250708
2449,20250716,cancelled,Gap >5%,,,
2449,20250807,entered,,20250808,20250819,20250819
2449,20250811,skipped,Existing Position,,,
2449,20250908,entered,,20250909,20250916,20250915
2449,20260430,cancelled,Gap >5%,,,
2451,20240529,entered,,20240530,20240606,20240605
2451,20240607,entered,,20240611,20240620,20240620
2451,20250704,entered,,20250707,20250708,20250707
2451,20260508,cancelled,Gap >5%,,,
2455,20220530,entered,,20220531,20220610,20220610
2455,20221117,entered,,20221118,20221122,20221121
2455,20221123,entered,,20221124,20221205,20221205
2455,20230410,entered,,20230411,20230414,20230413
2455,20230531,entered,,20230601,20230612,20230612
2455,20230601,skipped,Existing Position,,,
2455,20230602,skipped,Existing Position,,,
2455,20230607,skipped,Existing Position,,,
2455,20231124,entered,,20231127,20231128,20231127
2455,20240221,entered,,20240222,20240301,20240229
2455,20240305,entered,,20240306,20240307,20240306
2455,20250612,entered,,20250613,20250620,20250619
2455,20250918,entered,,20250919,20250924,20250923
2457,20230216,entered,,20230217,20230302,20230302
2457,20230601,entered,,20230602,20230609,20230608
2457,20240219,entered,,20240220,20240227,20240226
2457,20240604,entered,,20240605,20240613,20240612
2457,20260522,entered,,20260525,20260528,20260527
2457,20260525,skipped,Existing Position,,,
2458,20231208,entered,,20231211,20231218,20231215
2458,20240221,entered,,20240222,20240301,20240229
2458,20240226,skipped,Existing Position,,,
2458,20260311,entered,,20260312,20260324,20260323
2458,20260422,entered,,20260423,20260424,20260423
2458,20260508,entered,,20260511,20260514,20260513
2458,20260630,entered,,20260701,20260707,20260706
2462,20231108,entered,,20231109,20231114,20231113
2464,20241223,entered,,20241224,20241227,20241226
2464,20241224,skipped,Existing Position,,,
2464,20241225,skipped,Existing Position,,,
2464,20250217,entered,,20250218,20250225,20250224
2464,20260209,entered,,20260210,20260211,20260210
2464,20260811,entered,,20260812,20260818,20260817
2465,20231130,entered,,20231201,20231212,20231212
2467,20240219,entered,,20240220,20240229,20240227
2467,20251231,entered,,20260102,20260108,20260107
2472,20240628,entered,,20240701,20240702,20240701
2472,20250120,entered,,20250121,20250204,20250203
2472,20251022,entered,,20251023,20251103,20251031
2472,20260113,entered,,20260114,20260121,20260120
2474,20220601,entered,,20220602,20220614,20220614
2474,20220809,entered,,20220810,20220817,20220816
2474,20221114,entered,,20221115,20221122,20221121
2474,20240513,entered,,20240514,20240520,20240517
2474,20240702,entered,,20240703,20240710,20240709
2476,20230324,entered,,20230327,20230330,20230329
2476,20231201,entered,,20231204,20231213,20231213
2476,20240122,entered,,20240123,20240126,20240125
2476,20240123,skipped,Existing Position,,,
2476,20240410,entered,,20240411,20240412,20240411
2476,20240515,entered,,20240516,20240523,20240522
2476,20240517,skipped,Existing Position,,,
2476,20240613,entered,,20240614,20240620,20240619
2476,20240705,entered,,20240708,20240709,20240708
2476,20250818,entered,,20250819,20250821,20250820
2476,20250829,entered,,20250901,20250910,20250910
2476,20250905,skipped,Existing Position,,,
2476,20260414,entered,,20260415,20260424,20260423
2476,20260417,skipped,Existing Position,,,
2476,20260420,skipped,Existing Position,,,
2478,20260416,entered,,20260417,20260424,20260423
2478,20260417,skipped,Existing Position,,,
2478,20260618,entered,,20260622,20260629,20260626
2481,20220804,entered,,20220805,20220812,20220811
2481,20220816,entered,,20220817,20220824,20220823
2481,20230609,entered,,20230612,20230619,20230616
2481,20240712,entered,,20240715,20240719,20240718
2481,20250919,entered,,20250922,20250923,20250922
2481,20260116,entered,,20260119,20260126,20260123
2481,20260122,skipped,Existing Position,,,
2481,20260317,entered,,20260318,20260323,20260320
2481,20260513,cancelled,Gap >5%,,,
2482,20230201,entered,,20230202,20230207,20230206
2482,20230203,skipped,Existing Position,,,
2484,20220808,entered,,20220809,20220818,20220818
2484,20220809,skipped,Existing Position,,,
2484,20220810,skipped,Existing Position,,,
2484,20230306,entered,,20230307,20230310,20230309
2484,20240229,entered,,20240301,20240308,20240307
2484,20260526,entered,,20260527,20260528,20260527
2486,20230606,entered,,20230607,20230616,20230616
2486,20230607,skipped,Existing Position,,,
2486,20240301,entered,,20240304,20240308,20240307
2486,20240321,entered,,20240322,20240327,20240326
2486,20250221,entered,,20250224,20250226,20250225
2486,20250918,entered,,20250919,20250924,20250923
2486,20260128,entered,,20260129,20260205,20260204
2486,20260413,entered,,20260414,20260416,20260415
2489,20240705,entered,,20240708,20240717,20240717
2492,20220104,entered,,20220105,20220107,20220106
2492,20230411,entered,,20230412,20230420,20230419
2492,20231103,entered,,20231106,20231113,20231110
2492,20240614,entered,,20240617,20240626,20240626
2492,20240711,entered,,20240712,20240723,20240722
2492,20251023,cancelled,Gap >5%,,,
2492,20251028,entered,,20251029,20251030,20251029
2492,20260106,entered,,20260107,20260109,20260108
2492,20260114,entered,,20260115,20260126,20260123
2492,20260416,entered,,20260417,20260424,20260423
2495,20221121,entered,,20221122,20221124,20221123
2495,20221214,entered,,20221215,20221221,20221220
2495,20230725,entered,,20230726,20230727,20230726
2497,20230410,entered,,20230411,20230414,20230413
2498,20230206,entered,,20230207,20230214,20230213
2498,20230529,entered,,20230530,20230608,20230608
2498,20231117,entered,,20231120,20231127,20231124
2498,20240620,entered,,20240621,20240628,20240627
2498,20241230,entered,,20241231,20250102,20241231
2498,20250121,entered,,20250122,20250204,20250203
2498,20250122,skipped,Existing Position,,,
2498,20250512,entered,,20250513,20250520,20250519
2498,20250521,entered,,20250522,20250528,20250527
2501,20240607,entered,,20240611,20240612,20240611
2501,20260422,entered,,20260423,20260429,20260428
2501,20260423,skipped,Existing Position,,,
2501,20260427,skipped,Existing Position,,,
2501,20260605,entered,,20260608,20260617,20260617
2501,20260612,skipped,Existing Position,,,
2504,20240301,entered,,20240304,20240313,20240313
2504,20240408,entered,,20240409,20240418,20240418
2514,20240520,entered,,20240521,20240524,20240523
2520,20240327,entered,,20240328,20240410,20240410
2520,20240411,entered,,20240412,20240423,20240422
2520,20240715,entered,,20240716,20240722,20240719
2520,20240717,skipped,Existing Position,,,
2520,20241108,entered,,20241111,20241118,20241115
2520,20241111,skipped,Existing Position,,,
2520,20250224,entered,,20250225,20250303,20250227
2520,20250516,entered,,20250519,20250526,20250523
2530,20240402,entered,,20240403,20240416,20240416
2542,20221114,entered,,20221115,20221124,20221124
2542,20221122,skipped,Existing Position,,,
2542,20230918,entered,,20230919,20230926,20230925
2542,20240506,entered,,20240507,20240509,20240508
2542,20240607,entered,,20240611,20240620,20240620
2542,20240614,skipped,Existing Position,,,
2542,20250804,entered,,20250805,20250812,20250811
2542,20250916,entered,,20250917,20250922,20250919
2542,20260429,entered,,20260430,20260508,20260507
2542,20260513,entered,,20260514,20260525,20260525
2542,20260813,entered,,20260814,20260825,20260825
2542,20260818,skipped,Existing Position,,,
2543,20240216,entered,,20240219,20240223,20240222
2543,20241007,entered,,20241008,20241015,20241014
2543,20250815,entered,,20250818,20250825,20250822
2543,20250818,skipped,Existing Position,,,
2548,20240607,entered,,20240611,20240620,20240620
2603,20230614,entered,,20230615,20230626,20230621
2603,20230616,skipped,Existing Position,,,
2603,20230914,entered,,20230915,20230926,20230926
2603,20231114,entered,,20231115,20231122,20231121
2603,20231204,entered,,20231205,20231214,20231214
2603,20231211,skipped,Existing Position,,,
2603,20231215,entered,,20231218,20231226,20231225
2603,20231219,skipped,Existing Position,,,
2603,20231221,skipped,Existing Position,,,
2603,20240304,entered,,20240305,20240314,20240314
2603,20240514,entered,,20240515,20240516,20240515
2603,20240923,entered,,20240924,20241007,20241004
2603,20240924,skipped,Existing Position,,,
2603,20240925,skipped,Existing Position,,,
2603,20250224,entered,,20250225,20250305,20250304
2603,20250513,entered,,20250514,20250523,20250523
2603,20250514,skipped,Existing Position,,,
2603,20250516,skipped,Existing Position,,,
2603,20260107,entered,,20260108,20260115,20260114
2603,20260226,cancelled,Gap >5%,,,
2603,20260303,entered,,20260304,20260305,20260304
2603,20260522,entered,,20260525,20260527,20260526
2603,20260601,entered,,20260602,20260609,20260608
2603,20260818,entered,,20260819,20260827,20260826
2603,20260820,skipped,Existing Position,,,
2603,20260821,skipped,Existing Position,,,
2605,20230914,entered,,20230915,20230922,20230921
2605,20231201,entered,,20231204,20231213,20231213
2605,20240220,entered,,20240221,20240229,20240227
2605,20240221,skipped,Existing Position,,,
2605,20240513,entered,,20240514,20240516,20240515
2605,20240514,skipped,Existing Position,,,
2605,20240826,entered,,20240827,20240903,20240902
2605,20250516,entered,,20250519,20250521,20250520
2605,20250814,entered,,20250815,20250822,20250821
2605,20260112,entered,,20260113,20260122,20260122
2605,20260225,entered,,20260226,20260305,20260304
2605,20260317,entered,,20260318,20260323,20260320
2605,20260818,entered,,20260819,20260827,20260826
2606,20221111,entered,,20221114,20221123,20221123
2606,20221114,skipped,Existing Position,,,
2606,20221115,skipped,Existing Position,,,
2606,20221116,skipped,Existing Position,,,
2606,20221125,entered,,20221128,20221207,20221207
2606,20221215,entered,,20221216,20221220,20221219
2606,20230915,entered,,20230918,20230925,20230922
2606,20240226,entered,,20240227,20240229,20240227
2606,20240229,entered,,20240301,20240304,20240301
2606,20240507,cancelled,Gap >5%,,,
2606,20240927,entered,,20240930,20241009,20241008
2606,20241111,entered,,20241112,20241121,20241121
2606,20250724,entered,,20250725,20250730,20250729
2606,20250818,entered,,20250819,20250825,20250822
2606,20260415,entered,,20260416,20260423,20260422
2606,20260526,entered,,20260527,20260605,20260605
2606,20260527,skipped,Existing Position,,,
2606,20260821,entered,,20260824,20260827,20260826
2607,20220111,entered,,20220112,20220117,20220114
2607,20220112,skipped,Existing Position,,,
2607,20231113,entered,,20231114,20231116,20231115
2607,20231215,entered,,20231218,20231226,20231225
2607,20240429,entered,,20240430,20240508,20240507
2607,20250516,entered,,20250519,20250528,20250528
2609,20230302,entered,,20230303,20230314,20230314
2609,20230303,skipped,Existing Position,,,
2609,20230915,entered,,20230918,20230925,20230922
2609,20231201,entered,,20231204,20231211,20231208
2609,20231204,skipped,Existing Position,,,
2609,20231219,entered,,20231220,20231226,20231225
2609,20231220,skipped,Existing Position,,,
2609,20231222,skipped,Existing Position,,,
2609,20240429,entered,,20240430,20240502,20240430
2609,20240516,entered,,20240517,20240520,20240517
2609,20240925,entered,,20240926,20241007,20241004
2609,20241105,entered,,20241106,20241115,20241115
2609,20241108,skipped,Existing Position,,,
2609,20250516,entered,,20250519,20250526,20250523
2609,20250522,skipped,Existing Position,,,
2609,20251224,entered,,20251226,20260107,20260107
2609,20260107,entered,,20260108,20260114,20260113
2609,20260302,entered,,20260303,20260305,20260304
2609,20260522,entered,,20260525,20260601,20260529
2609,20260601,entered,,20260602,20260605,20260604
2609,20260817,entered,,20260818,20260827,20260826
2609,20260818,skipped,Existing Position,,,
2609,20260820,skipped,Existing Position,,,
2609,20260821,skipped,Existing Position,,,
2610,20230519,entered,,20230522,20230531,20230531
2610,20230522,skipped,Existing Position,,,
2610,20230529,skipped,Existing Position,,,
2610,20230601,entered,,20230602,20230609,20230608
2610,20231116,entered,,20231117,20231124,20231123
2610,20231222,entered,,20231225,20240102,20231229
2610,20240102,entered,,20240103,20240108,20240105
2610,20240516,entered,,20240517,20240523,20240522
2610,20240627,entered,,20240628,20240709,20240709
2610,20241024,entered,,20241025,20241106,20241106
2610,20241107,entered,,20241108,20241119,20241119
2610,20250821,entered,,20250822,20250829,20250828
2610,20260114,entered,,20260115,20260126,20260126
2610,20260120,skipped,Existing Position,,,
2610,20260617,entered,,20260618,20260630,20260630
2610,20260624,skipped,Existing Position,,,
2611,20240313,cancelled,Gap >5%,,,
2611,20240605,entered,,20240606,20240612,20240611
2612,20250814,entered,,20250815,20250825,20250822
2614,20230201,entered,,20230202,20230209,20230208
2615,20231115,entered,,20231116,20231123,20231122
2615,20231220,entered,,20231221,20231226,20231225
2615,20240429,entered,,20240430,20240510,20240510
2615,20240430,skipped,Existing Position,,,
2615,20240926,entered,,20240927,20241001,20240930
2615,20240927,skipped,Existing Position,,,
2615,20250513,entered,,20250514,20250523,20250523
2615,20250514,skipped,Existing Position,,,
2615,20250515,skipped,Existing Position,,,
2615,20250521,skipped,Existing Position,,,
2615,20260522,entered,,20260525,20260527,20260526
2615,20260605,cancelled,Below Signal Low,,,
2615,20260814,entered,,20260817,20260827,20260826
2617,20230303,entered,,20230306,20230315,20230315
2617,20230307,skipped,Existing Position,,,
2617,20230309,skipped,Existing Position,,,
2617,20240229,entered,,20240301,20240308,20240307
2617,20240703,entered,,20240704,20240705,20240704
2618,20230201,entered,,20230202,20230209,20230208
2618,20230216,entered,,20230217,20230223,20230222
2618,20230519,entered,,20230522,20230531,20230531
